fame,segment,name_ko,stock_code,market,sector,group,homepage,ceo,listed,done,note
mid,listed-ext,SNT다이내믹스,003570,KOSPI,자동차 신품 부품 제조업,,http://www.hisntd.com,박재석,1976-07-08,,
mid,listed-ext,해성디에스,195870,KOSPI,전자부품 제조업,,http://www.haesungds.com,최영식,2016-06-24,,
mid,listed-ext,삼화콘덴서,001820,KOSPI,전자부품 제조업,,http://www.samwha.com,"오영주, 박진",1976-06-26,,
mid,listed-ext,오뚜기,007310,KOSPI,기타 식품 제조업,,http://www.otoki.com,"함영준, 황성만",1994-08-12,,
mid,listed-ext,IPARK현대산업개발,294870,KOSPI,건물 건설업,,http://www.ipark-dvp.com,정경구,2018-06-12,,
mid,listed-ext,NHN,181710,KOSPI,소프트웨어 개발 및 공급업,,http://www.nhn.com,정우진,2013-08-29,,
mid,listed-ext,STX엔진,077970,KOSPI,일반 목적용 기계 제조업,,http://www.stxengine.co.kr,이상수,2004-05-10,,
mid,listed-ext,HDC,012630,KOSPI,기타 금융업,,http://www.hdc-holdings.com,"정몽규, 도기탁 (각자 대표이사)",1996-10-16,,
mid,listed-ext,한화투자증권,003530,KOSPI,금융 지원 서비스업,한화,http://www.koreastock.co.kr,장병호,1986-11-25,,
mid,listed-ext,교보증권,030610,KOSPI,금융 지원 서비스업,,http://www.iprovest.com,"박봉권, 이석기 (각자대표)",2002-07-18,,
mid,listed-ext,롯데정밀화학,004000,KOSPI,기초 화학물질 제조업,롯데,http://www.lottefinechem.com,정승원,1976-04-15,,
mid,listed-ext,동양생명,082640,KOSPI,보험업,,http://www.myangel.co.kr,성대규,2009-10-08,,
mid,listed-ext,KB발해인프라,415640,KOSPI,신탁업 및 집합투자업,KB금융,,법인이사 케이비자산운용(주),2024-11-29,,
mid,listed-ext,하이트진로,000080,KOSPI,알코올음료 제조업,,http://www.hitejinro.com,장인섭,2009-10-19,,
mid,listed-ext,DL,000210,KOSPI,기초 화학물질 제조업,DL,http://www.dlholdings.co.kr,김종현,1976-02-02,,
mid,listed-ext,롯데렌탈,089860,KOSPI,운송장비 임대업,롯데,http://www.lotterental.com/,최진환,2021-08-19,,
mid,listed-ext,한일시멘트,300720,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",,http://www.hanilcement.com,"전근식, 오해근",2018-08-06,,
mid,listed-ext,태광산업,003240,KOSPI,화학섬유 제조업,,http://www.taekwang.co.kr,"이부의, 정인철(공동 대표이사)",1975-12-27,,
mid,listed-ext,대웅,003090,KOSPI,의약품 제조업,,http://www.daewoong.com/,윤재춘,1973-06-26,,
mid,listed-ext,롯데웰푸드,280360,KOSPI,기타 식품 제조업,롯데,http://www.lottewellfood.com,"신동빈, 서정호",2017-10-30,,
mid,listed-ext,경동나비엔,009450,KOSPI,가정용 기기 제조업,,http://www.kdnavien.co.kr,"손연호, 손흥락, 장희철",1993-08-31,,
mid,listed-ext,롯데칠성,005300,KOSPI,비알코올음료 및 얼음 제조업,롯데,http://company.lottechilsung.co.kr,박윤기,1973-06-21,,
mid,listed-ext,SK오션플랜트,100090,KOSPI,1차 철강 제조업,SK,http://www.skoceanplant.com/,강영규,2023-04-19,,
mid,listed-ext,종근당,185750,KOSPI,의약품 제조업,,http://www.ckdpharm.com,김영주,2013-12-06,,
mid,listed-ext,현대홈쇼핑,057050,KOSPI,무점포 소매업,,http://www.hmall.com,"정교선, 한광영(각자 대표이사)",2010-09-13,,
mid,listed-ext,유안타증권,003470,KOSPI,금융 지원 서비스업,,http://www.yuantakorea.com,뤄즈펑,1988-01-21,,
mid,listed-ext,GS피앤엘,499790,KOSPI,기타 금융업,GS,http://www.gspnl.com,박민수,2024-12-23,,
mid,listed-ext,OCI,456040,KOSPI,기초 화학물질 제조업,,,김유신,2023-05-30,,
mid,listed-ext,쿠쿠홀딩스,192400,KOSPI,기타 금융업,,http://www.cuckoo.co.kr,구본학,2014-08-06,,
mid,listed-ext,솔루엠,248070,KOSPI,전자부품 제조업,,http://www.solum-group.co.kr,전성호,2021-02-02,,
mid,listed-ext,비에이치,090460,KOSPI,전자부품 제조업,,http://www.bhe.co.kr,최영식,2023-06-20,,
mid,listed-ext,삼아알미늄,006110,KOSPI,1차 비철금속 제조업,,http://www.sama-al.com,"한남희, 김진범",1980-12-05,,
mid,listed-ext,HS효성첨단소재,298050,KOSPI,화학섬유 제조업,,http://www.hyosungadvancedmaterials.com,"임진달, 성낙양(각자 대표이사)",2018-07-13,,
mid,listed-ext,파미셀,005690,KOSPI,전자부품 제조업,,http://www.pharmicell.com,김현수,1988-05-20,,
low,listed-ext,영풍,000670,KOSPI,1차 비철금속 제조업,,http://www.ypzinc.co.kr,김기호,1976-06-12,,
low,listed-ext,에스디바이오센서,137310,KOSPI,의료용 기기 제조업,,http://sdbiosensor.co.kr/,이효근,2021-07-16,,
low,listed-ext,NICE평가정보,030190,KOSPI,기타 정보 서비스업,,,김종윤,2023-08-08,,
low,listed-ext,솔루스첨단소재,336370,KOSPI,전자부품 제조업,스카이레이크,http://www.solusadvancedmaterials.com,곽근만,2019-10-18,Y,수집:T0 CI AI
low,listed-ext,이노션,214320,KOSPI,광고업,,http://www.innocean.com,김정아,2015-07-17,,
low,listed-ext,SGC에너지,005090,KOSPI,전기업,,http://www.sgcenergy.co.kr,"이우성, 박준영, 이복영",1993-01-06,,
low,listed-ext,세진중공업,075580,KOSPI,선박 및 보트 건조업,,http://www.sejinheavy.com,"김진종, 윤지원 (각자대표)",2015-11-30,,
low,listed-ext,전진건설로봇,079900,KOSPI,특수 목적용 기계 제조업,,,"고현국, 이형환 (각자대표)",2024-08-19,,
low,listed-ext,SNT홀딩스,036530,KOSPI,기타 금융업,,http://www.hisntholdings.com,김도환,2002-10-22,,
low,listed-ext,지역난방공사,071320,KOSPI,"증기, 냉·온수 및 공기조절 공급업",,http://www.kdhc.co.kr,하동근,2010-01-29,,
low,listed-ext,대원전선,006340,KOSPI,절연선 및 케이블 제조업,,http://www.daewoncable.co.kr,서명환,1988-05-04,,
low,listed-ext,엠앤씨솔루션,484870,KOSPI,특수 목적용 기계 제조업,,http://www.mncsolution.com,김병근,2024-12-16,,
low,listed-ext,LX세미콘,108320,KOSPI,반도체 제조업,,http://www.lxsemicon.com,이윤태,2022-11-03,,
low,listed-ext,대한유화,006650,KOSPI,기초 화학물질 제조업,,http://www.kpic.co.kr,강길순,1999-08-11,,
low,listed-ext,SK디스커버리,006120,KOSPI,기타 금융업,SK,http://www.skdiscovery.com,"최창원, 손현호",1976-06-29,,
low,listed-ext,디아이,003160,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,http://www.di.co.kr,"박원호
조윤형",1996-07-31,,
low,listed-ext,SNT모티브,064960,KOSPI,자동차 신품 부품 제조업,,http://www.sntdaewoo.com,권형순,2002-03-11,,
low,listed-ext,한샘,009240,KOSPI,생활용품 도매업,,http://company.hanssem.com,김유진(대표집행임원),2002-07-16,,
low,listed-ext,아이에스동서,010780,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",,http://www.isdongseo.co.kr,"배기문, 남병옥",1986-01-27,,
low,listed-ext,SK증권,001510,KOSPI,금융 지원 서비스업,SK,http://www.sks.co.kr,"전우종, 정준호",1986-09-20,,
low,listed-ext,SK케미칼,285130,KOSPI,합성고무 및 플라스틱 물질 제조업,SK,http://www.skchemicals.com,안재현,2018-01-05,,
low,listed-ext,한화손해보험,000370,KOSPI,보험업,한화,http://www.hwgeneralins.com/,나채범,1975-06-30,,
low,listed-ext,자화전자,033240,KOSPI,전자부품 제조업,,http://www.jahwa.co.kr,"김상면, 김찬용(각자대표)",1999-01-06,,
low,listed-ext,GKL,114090,KOSPI,유원지 및 기타 오락관련 서비스업,,http://www.grandkorea.com,윤두현,2009-11-19,,
low,listed-ext,보령,003850,KOSPI,의약품 제조업,,http://www.boryung.co.kr,김정균,1988-10-24,,
low,listed-ext,CJ CGV,079160,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업",CJ,http://www.cgv.co.kr,정종민,2004-12-24,,
low,listed-ext,세방전지,004490,KOSPI,일차전지 및 이차전지 제조업,,http://www.gbattery.com,대표이사 박정희,1987-11-28,,
low,listed-ext,한국단자,025540,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",,http://www.ket.com,"이창원,이원준",1996-10-16,,
low,listed-ext,넥센타이어,002350,KOSPI,고무제품 제조업,,http://www.nexentire.com,"대표이사 부회장 강호찬
대표이사 사  장 김현석",1976-05-19,,
low,listed-ext,PI첨단소재,178920,KOSPI,플라스틱제품 제조업,,http://www.pimaterials.com,송금수,2021-08-09,,
low,listed-ext,SNT에너지,100840,KOSPI,일반 목적용 기계 제조업,SNT,http://www.hisnt.com,신경인,2008-02-22,Y,SNT그룹 계열(구 S&TC)
low,listed-ext,LF,093050,KOSPI,봉제의복 제조업,,http://www.lfcorp.com,"오규식, 김상균 (각자 대표이사)",2006-12-01,,
low,listed-ext,한국쉘석유,002960,KOSPI,석유 정제품 제조업,,http://www.shell.co.kr,이승봉,1988-08-10,,
low,listed-ext,코오롱,002020,KOSPI,기타 금융업,코오롱,http://www.kolon.com,"안병덕, 이규호",1975-06-23,,
low,listed-ext,대한해운,005880,KOSPI,해상 운송업,,http://www.korealines.co.kr,이동수,1992-04-23,,
low,listed-ext,F&F홀딩스,007700,KOSPI,기타 금융업,,http://www.fnfholdings.com,박의헌,1984-10-04,,
