fame,segment,name_ko,stock_code,market,sector,group,homepage,ceo,listed,done,note
mid,listed,유한양행,000100,KOSPI,의약품 제조업,,http://www.yuhan.co.kr,대표이사 조욱제,1962-11-01,,
mid,listed,카카오페이,377300,KOSPI,금융 지원 서비스업,카카오,http://www.kakaopay.com,신원근,2021-11-03,,
mid,listed,삼성카드,029780,KOSPI,기타 금융업,삼성,http://www.samsungcard.co.kr,김이태,2007-06-27,,
mid,listed,한전기술,052690,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",,http://www.kepco-enc.com,김태균,2009-12-14,,
mid,listed,NC,036570,KOSPI,소프트웨어 개발 및 공급업,,http://www.nc.com,"김택진, 박병무 (공동대표이사)",2003-05-22,,
mid,listed,OCI홀딩스,010060,KOSPI,기타 금융업,,http://www.oci-holdings.co.kr,"이우현, 이수미(2인, 각자 대표이사)",1985-07-09,,
mid,listed,롯데쇼핑,023530,KOSPI,종합 소매업,롯데,http://www.lotteshoppingir.com/,"신동빈, 정현석, 차우철, 임재철",2006-02-09,Y,
mid,listed,엘앤에프,066970,KOSPI,일차전지 및 이차전지 제조업,,http://www.landf.co.kr/,허제홍,2024-01-29,,
mid,listed,오리온,271560,KOSPI,기타 식품 제조업,,http://www.orionworld.com,이승준,2017-07-07,,
mid,listed,맥쿼리인프라,088980,KOSPI,신탁업 및 집합투자업,,http://www.macquarie.com/kr/kr/mkif/index.html,맥쿼리자산운용(주),2006-03-15,,
mid,listed,한미약품,128940,KOSPI,의약품 제조업,,,황상연,2010-07-30,,
mid,listed,CJ,001040,KOSPI,기타 금융업,CJ,http://www.cj.net,"손경식, 김홍기",1973-06-29,,
mid,listed,JB금융지주,175330,KOSPI,기타 금융업,,http://www.jbfg.com,김기홍,2013-07-18,,
mid,listed,한온시스템,018880,KOSPI,일반 목적용 기계 제조업,,http://www.hanonsystems.com,대표이사 이수일,1996-07-31,,
mid,listed,두산퓨얼셀,336260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",두산,http://www.doosanfuelcell.com,"이두순, 윤재동 (각자 대표이사)",2019-10-18,,
mid,listed,현대제철,004020,KOSPI,1차 철강 제조업,,http://www.hyundai-steel.com,이보룡,1987-05-23,,
mid,listed,한화엔진,082740,KOSPI,일반 목적용 기계 제조업,한화,http://www.hanwha-engine.com,김종서,2011-01-04,,
mid,listed,KCC,002380,KOSPI,기타 화학제품 제조업,,http://www.kccworld.co.kr,"정몽진, 정재훈",1973-06-25,,
mid,listed,한화생명,088350,KOSPI,보험업,한화,http://www.hanwhalife.com,"권혁웅, 이경근",2010-03-17,,
mid,listed,포스코DX,022100,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코,http://www.poscodx.com/kor/,심민석,2024-01-02,,
mid,listed,가온전선,000500,KOSPI,절연선 및 케이블 제조업,,http://www.gaoncable.com,정 현,1987-06-08,,
mid,listed,에코프로머티,450080,KOSPI,일차전지 및 이차전지 제조업,,http://ecopromaterials.com/,이규봉,2023-11-17,,
mid,listed,일진전기,103590,KOSPI,절연선 및 케이블 제조업,,,유상석(단독 대표이사),2008-08-01,,
mid,listed,미래에셋생명,085620,KOSPI,보험업,미래에셋,http://life.miraeasset.com,"김재식, 황문규",2015-07-08,,
mid,listed,현대백화점,069960,KOSPI,종합 소매업,,http://home.e-hyundai.com,"정지선, 정지영 (각자대표)",2002-11-25,,
mid,listed,한화비전,489790,KOSPI,통신 및 방송 장비 제조업,한화,http://www.hanwhavision.com,김기철,2024-09-27,,
mid,listed,LG생활건강,051900,KOSPI,기타 화학제품 제조업,LG,http://www.lghnh.com,이선주,2001-04-25,,
mid,listed,영원무역,111770,KOSPI,상품 종합 도매업,,,성기학,2009-07-30,,
mid,listed,더존비즈온,012510,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,http://www.douzone.com,"- 이강수
- 지용구",1988-10-28,,
mid,listed,넷마블,251270,KOSPI,소프트웨어 개발 및 공급업,,http://company.netmarble.com,김병규,2017-05-12,,
mid,listed,에스원,012750,KOSPI,"경비, 경호 및 탐정업",,http://www.s1.co.kr,"정해린, 하나오카 타쿠로",1996-01-30,,
mid,listed,강원랜드,035250,KOSPI,유원지 및 기타 오락관련 서비스업,,http://kangwonland.high1.com,남한규,2003-09-04,,
mid,listed,현대해상,001450,KOSPI,보험업,,http://www.hi.co.kr,이석현,1989-08-25,,
mid,listed,한국가스공사,036460,KOSPI,연료용 가스 제조 및 배관공급업,,http://www.kogas.or.kr,최연혜,1999-12-15,,
mid,listed,F&F,383220,KOSPI,봉제의복 제조업,,http://www.fnf.co.kr,김창수,2021-05-21,,
mid,listed,롯데케미칼,011170,KOSPI,기초 화학물질 제조업,롯데,http://www.lottechem.com,"신동빈, 이영준, 주우현",1991-05-30,,
mid,listed,서울보증보험,031210,KOSPI,보험업,,http://www.sgic.co.kr,이명순,2025-03-14,,
mid,listed,코리아써키트,007810,KOSPI,전자부품 제조업,,http://www.kcg.co.kr,장세준,1985-09-09,,
mid,listed,한솔케미칼,014680,KOSPI,기초 화학물질 제조업,,http://www.hansolchemical.com,한장안,1989-05-20,,
mid,listed,에스엘,005850,KOSPI,자동차 신품 부품 제조업,,http://www.slworld.com,"이성엽,정문호",1988-11-08,,
mid,listed,현대엘리베이터,017800,KOSPI,일반 목적용 기계 제조업,,http://www.hyundaielevator.co.kr,조재천,1996-07-03,,
mid,listed,금호석유화학,011780,KOSPI,기초 화학물질 제조업,금호아시아나,http://www.kkpc.com,백종훈,1988-01-22,,
mid,listed,SK바이오사이언스,302440,KOSPI,기초 의약물질 제조업,SK,http://www.skbioscience.com,안재용,2021-03-18,,
mid,listed,신영증권,001720,KOSPI,금융 지원 서비스업,,http://www.shinyoung.com,금정호,1987-08-24,,
mid,listed,HL만도,204320,KOSPI,자동차 신품 부품 제조업,,http://www.mando.com,조성현,2014-10-06,,
mid,listed,효성,004800,KOSPI,기타 금융업,효성,http://www.hyosung.com,"조현준, 황윤언",1973-06-30,,
mid,listed,CJ제일제당,097950,KOSPI,기타 식품 제조업,CJ,http://www.cj.co.kr,"손경식,윤석환(각자 대표이사)",2007-09-28,Y,
mid,listed,롯데에너지머티리얼즈,020150,KOSPI,전자부품 제조업,롯데,http://www.lotteenergymaterials.com,김연섭,2011-03-04,,
mid,listed,한전KPS,051600,KOSPI,전기 및 통신 공사업,,http://www.kps.co.kr,김홍연,2007-12-14,,
mid,listed,DL이앤씨,375500,KOSPI,토목 건설업,DL,,박상신,2021-01-25,,
mid,listed,iM금융지주,139130,KOSPI,기타 금융업,,http://www.imfngroup.com,황병우,2011-06-07,,
mid,listed,팬오션,028670,KOSPI,해상 운송업,하림,http://www.panocean.com,"김홍국, 안중호(각자 대표이사)",2007-09-21,Y,하림그룹 계열(2015 인수)
mid,listed,한올바이오파마,009420,KOSPI,의약품 제조업,,http://www.hanall.co.kr,"박수진,박승국(공동대표이사)",1989-12-18,,
mid,listed,케이뱅크,279570,KOSPI,은행 및 저축기관,,http://www.kbanknow.com,최우형,2026-03-05,,
mid,listed,롯데지주,004990,KOSPI,기타 금융업,롯데,http://www.lotte.co.kr,"신동빈, 고정욱, 노준형",1974-02-16,,
mid,listed,SK네트웍스,001740,KOSPI,기타 전문 도매업,SK,http://www.sknetworks.co.kr,이호정,1977-06-30,,
mid,listed,한국앤컴퍼니,000240,KOSPI,기타 금융업,,http://www.hankook-technologygroup.com,"박종호, 김준현(2인, 각자 대표이사)",1968-12-27,,
mid,listed,동서,026960,KOSPI,음·식료품 및 담배 도매업,,http://www.dongsuh.com,"윤세철, 김종희 (공동대표이사)",2016-07-15,,
mid,listed,이수스페셜티케미컬,457190,KOSPI,기초 화학물질 제조업,,http://www.isuspecialtychemical.com,류승호,2023-05-31,,
mid,listed,GS건설,006360,KOSPI,건물 건설업,GS,http://www.gsenc.com,"허윤홍, 김태진(각자 대표이사)",1981-08-03,,
mid,listed,이마트,139480,KOSPI,종합 소매업,신세계,http://emartcompany.com/ko/main.do,한채양,2011-06-10,Y,
mid,listed,영원무역홀딩스,009970,KOSPI,기타 금융업,,,성래은,1988-11-07,,
mid,listed,달바글로벌,483650,KOSPI,기타 화학제품 제조업,,http://dalbaglobal.com,반성연,2025-05-22,,
mid,listed,코리안리,003690,KOSPI,재 보험업,,http://www.koreanre.co.kr,원종규,1969-12-22,,
mid,listed,DN오토모티브,007340,KOSPI,일차전지 및 이차전지 제조업,,http://www.dnautomotive.com,김상헌 김인환,1988-09-24,,
mid,listed,대한조선,439260,KOSPI,선박 및 보트 건조업,,http://www.daehanship.com,"왕삼동, 이석문",2025-08-01,,
mid,listed,제일기획,030000,KOSPI,광고업,,http://www.cheil.co.kr,김종현,1998-03-03,,
mid,listed,농심,004370,KOSPI,기타 식품 제조업,,http://www.nongshim.com,조용철,1976-06-30,Y,
mid,listed,미스토홀딩스,081660,KOSPI,생활용품 도매업,,http://www.mistoholdings.com,윤근창,2010-09-28,,
mid,listed,HD현대마린엔진,071970,KOSPI,일반 목적용 기계 제조업,HD현대,http://www.hd-marineengine.com,유정대,2009-05-15,,
mid,listed,BGF리테일,282330,KOSPI,종합 소매업,,http://www.bgfretail.com,민승배,2017-12-08,,
mid,listed,코오롱인더,120110,KOSPI,화학섬유 제조업,코오롱,http://www.kolonindustries.com/,"허성, 김민태",2010-02-01,,
mid,listed,호텔신라,008770,KOSPI,기타 상품 전문 소매업,,http://www.hotelshilla.net,이부진,1991-03-12,,
mid,listed,현대지에프홀딩스,005440,KOSPI,기타 금융업,,https://www.hyundaigfholdings.co.kr/web/html/ko/CI/CI.html,"정지선, 장호진 (각자 대표이사)",1989-08-22,,
mid,listed,현대위아,011210,KOSPI,자동차 신품 부품 제조업,,http://www.hyundai-wia.com,권오성,2011-02-21,,
mid,listed,풍산,103140,KOSPI,1차 비철금속 제조업,,http://www.poongsan.co.kr,"류진, 박우동",2008-07-30,,
mid,listed,한미사이언스,008930,KOSPI,기타 금융업,,http://www.hanmiscience.co.kr,김재교,1988-06-20,,
mid,listed,SK가스,018670,KOSPI,기타 전문 도매업,SK,http://www.skgas.co.kr/,윤병석,1997-08-27,,
mid,listed,GS리테일,007070,KOSPI,종합 소매업,GS,http://www.gsretail.com,허서홍,2011-12-23,,
mid,listed,한국콜마,161890,KOSPI,기타 화학제품 제조업,,https://www.kolmar.co.kr/,최현규,2012-10-19,,
mid,listed,후성,093370,KOSPI,기초 화학물질 제조업,,http://www.foosungchem.com,김용민,2006-12-22,,
mid,listed,HJ중공업,097230,KOSPI,토목 건설업,,http://www.hjsc.co.kr,"송경한, 유상철",2007-08-31,,
mid,listed,코스맥스,192820,KOSPI,기타 화학제품 제조업,,http://www.cosmax.com,"최경, 이병만",2014-04-07,,
mid,listed,CJ대한통운,000120,KOSPI,도로 화물 운송업,CJ,http://www.cjlogistics.com,"신영수, 민영학 (각자 대표)",1956-07-02,,
mid,listed,LS에코에너지,229640,KOSPI,기타 금융업,LS,http://www.lsecoenergy.com,이상호,2016-09-22,,
mid,listed,시프트업,462870,KOSPI,소프트웨어 개발 및 공급업,,http://shiftup.co.kr,김형태,2024-07-11,,
mid,listed,아모레퍼시픽홀딩스,002790,KOSPI,기타 화학제품 제조업,아모레퍼시픽,http://www.apgroup.com,"서경배, 이상목",1973-04-30,,
mid,listed,씨에스윈드,112610,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",,http://www.cswind.com,방성훈,2014-11-27,,
mid,listed,케이씨텍,281820,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,http://www.kctech.co.kr,"양호근, 최동규 (각자 대표이사)",2017-12-05,,
mid,listed,세아베스틸지주,001430,KOSPI,1차 철강 제조업,,http://www.seahbesteel.co.kr,"이태성, 김수호",1991-03-12,,
mid,listed,다우기술,023590,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,http://www.daou.co.kr,김윤덕,1997-08-27,,
mid,listed,HD현대에너지솔루션,322000,KOSPI,반도체 제조업,HD현대,http://www.hd-hyundaies.co.kr,박종환,2019-11-19,,
mid,listed,한국카본,017960,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",,http://www.hcarbon.com,"조문수, 조연호 (2인, 각자대표이사)",1995-07-08,,
mid,listed,오리온홀딩스,001800,KOSPI,기타 금융업,,http://www.oriongroup.co.kr,허인철,1975-06-27,,
mid,listed,LX인터내셔널,001120,KOSPI,상품 중개업,,http://www.lxinternational.com,구혁서,1976-01-30,,
mid,listed,SK아이이테크놀로지,361610,KOSPI,일차전지 및 이차전지 제조업,SK,http://www.skietechnology.com/,이상민,2021-05-11,,
mid,listed,더블유게임즈,192080,KOSPI,소프트웨어 개발 및 공급업,,http://www.doubleugames.com,김가람,2019-03-12,,
mid,listed,코스모신소재,005070,KOSPI,기타 화학제품 제조업,,http://www.cosmoamt.com,홍동환,1987-09-28,,
mid,listed,동원산업,006040,KOSPI,기타 금융업,,http://www.dongwon.com,"김세훈, 박상진, 장인성",1989-03-07,,
mid,listed,녹십자,006280,KOSPI,의약품 제조업,,http://www.gcbiopharma.com,허은철,1989-08-01,,
mid,listed,SK이터닉스,475150,KOSPI,건물 건설업,SK,http://www.sketernix.com,김해중,2024-03-29,,
mid,listed,대신증권,003540,KOSPI,금융 지원 서비스업,,http://www.daishin.com,진승욱,1975-10-01,,
mid,listed,아시아나항공,020560,KOSPI,항공 여객 운송업,,http://www.flyasiana.com,송보영,2008-03-28,,
mid,listed,효성티앤씨,298020,KOSPI,화학섬유 제조업,효성,http://www.hyosungtnc.com,"이창황, 유영환",2018-07-13,Y,수집:T1 CSS-bg SVG
high,listed,알테오젠,196170,KOSDAQ,자연과학 및 공학 연구개발업,,http://www.alteogen.com,전태연,2014-12-12,,
high,listed,에코프로비엠,247540,KOSDAQ,일차전지 및 이차전지 제조업,,http://www.ecoprobm.co.kr,"각자 대표이사 최문호, 김장우",2019-03-05,,
high,listed,에코프로,086520,KOSDAQ,기타 금융업,,http://www.ecopro.co.kr,송호준,2007-07-20,,
high,listed,레인보우로보틱스,277810,KOSDAQ,특수 목적용 기계 제조업,,http://www.rainbow-robotics.com/new/index_ko.php,이정호,2021-02-03,,
high,listed,주성엔지니어링,036930,KOSDAQ,특수 목적용 기계 제조업,,http://www.jseng.com,"황철주, 황은석(각자대표이사)",1999-12-24,,
high,listed,원익IPS,240810,KOSDAQ,특수 목적용 기계 제조업,,http://www.ips.co.kr,Tae Hyuk Ahn,2016-05-02,,
high,listed,코오롱티슈진,950160,KOSDAQ,기초 의약물질 제조업,코오롱,http://tissuegene.com,"노문종, 전승호",2017-11-06,,
high,listed,리노공업,058470,KOSDAQ,전자부품 제조업,,http://leeno.com/kr,이채윤,2001-12-18,Y,
high,listed,이오테크닉스,039030,KOSDAQ,특수 목적용 기계 제조업,,http://www.eotechnics.com,"성규동,박종구(각자대표이사)",2000-08-24,,
high,listed,HLB,028300,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,,http://hlbbio.co.kr,김홍철,1996-07-27,,
high,listed,삼천당제약,000250,KOSDAQ,의약품 제조업,,http://www.scd.co.kr,전인석,2000-10-04,,
high,listed,HPSP,403870,KOSDAQ,특수 목적용 기계 제조업,,http://www.thehpsp.com/,이춘흥,2022-07-15,,
high,listed,펩트론,087010,KOSDAQ,기초 의약물질 제조업,,http://www.peptron.co.kr,최호일,2015-07-22,,
high,listed,에이비엘바이오,298380,KOSDAQ,기초 의약물질 제조업,,http://www.ablbio.com,이상훈,2018-12-19,,
high,listed,파두,440110,KOSDAQ,반도체 제조업,,http://www.fadu.io/,남이현,2023-08-07,Y,
high,listed,피에스케이,319660,KOSDAQ,특수 목적용 기계 제조업,,http://www.pskinc.com,"이경일, 하형찬 각자대표",2019-05-10,,
high,listed,ISC,095340,KOSDAQ,기계장비 및 관련 물품 도매업,,http://isc21.kr,김정렬 (단독 대표이사),2007-10-01,,
high,listed,심텍,222800,KOSDAQ,전자부품 제조업,,http://www.simmtech.co.kr,"전영선, 김영구",2015-08-07,,
high,listed,로보티즈,108490,KOSDAQ,특수 목적용 기계 제조업,,,김병수,2018-10-26,,
high,listed,리가켐바이오,141080,KOSDAQ,자연과학 및 공학 연구개발업,,http://www.ligachembio.com,박세진,2013-05-10,,
high,listed,서진시스템,178320,KOSDAQ,기타 전기장비 제조업,,http://seojinsystem.net,전동규,2017-03-27,,
high,listed,유진테크,084370,KOSDAQ,특수 목적용 기계 제조업,,http://www.eugenetech.co.kr,"엄평용, 신승우 (각자 대표이사)",2006-01-17,,
high,listed,현대무벡스,319400,KOSDAQ,일반 목적용 기계 제조업,,http://www.hyundaimovex.com/,도익한,2019-05-08,,
high,listed,케어젠,214370,KOSDAQ,기초 의약물질 제조업,,http://caregen.co.kr,정용지,2015-11-17,,
high,listed,디앤디파마텍,347850,KOSDAQ,자연과학 및 공학 연구개발업,,http://www.ddpharmatech.com,이슬기,2024-05-02,,
high,listed,보로노이,310210,KOSDAQ,자연과학 및 공학 연구개발업,,http://voronoi.io,김현태,2022-06-24,,
high,listed,제주반도체,080220,KOSDAQ,반도체 제조업,,http://www.jeju-semi.com,"박성식, 조형섭(각자대표)",2005-02-01,,
high,listed,테스,095610,KOSDAQ,특수 목적용 기계 제조업,,http://www.hites.co.kr,"이재호, 주재영 (각자 대표이사)",2008-05-20,,
high,listed,솔브레인,357780,KOSDAQ,기타 화학제품 제조업,,http://www.soulbrain.co.kr,박영수,2020-08-06,,
high,listed,두산테스나,131970,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",두산,http://www.tesna.co.kr,"김윤건, 조훈",2013-10-22,,
high,listed,성호전자,043260,KOSDAQ,전자부품 제조업,,http://www.sungho.net,박성재,2001-11-29,,
high,listed,피에스케이홀딩스,031980,KOSDAQ,특수 목적용 기계 제조업,,http://www.pskholding.com,박경수,1997-01-07,,
high,listed,하나마이크론,067310,KOSDAQ,반도체 제조업,하나금융,http://www.hanamicron.co.kr,이동철,2005-10-11,,
high,listed,티씨케이,064760,KOSDAQ,기타 비금속 광물제품 제조업,,http://www.tck.co.kr,"카나이 켄이치, 오창민(각자대표)",2003-08-18,,
high,listed,우리기술,032820,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",우리금융,http://www.wooritg.com,노갑선,2000-06-22,,
high,listed,휴젤,145020,KOSDAQ,기초 의약물질 제조업,,http://www.hugel.co.kr,Doohyun Chang,2015-12-24,,
high,listed,동진쎄미켐,005290,KOSDAQ,기초 화학물질 제조업,,http://www.dongjin.com,이준혁,1999-12-21,,
high,listed,파마리서치,214450,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,,http://pharmaresearch.com/,손지훈,2015-07-24,,
high,listed,티에스이,131290,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,http://www.tse21.com,"김철호, 김명진(각자 대표)",2011-01-05,,
high,listed,대한광통신,010170,KOSDAQ,절연선 및 케이블 제조업,,http://www.taihanfiber.com,"설윤석, 박민수(각자대표)",1994-11-07,,
high,listed,클래시스,214150,KOSDAQ,의료용 기기 제조업,,http://classys.co.kr,Choi Yoon-seok,2015-04-03,,
high,listed,고영,098460,KOSDAQ,특수 목적용 기계 제조업,,http://www.kohyoung.com,고광일,2008-06-03,Y,
high,listed,펄어비스,263750,KOSDAQ,소프트웨어 개발 및 공급업,,http://www.pearlabyss.com,허진영,2017-09-14,,
high,listed,에스티팜,237690,KOSDAQ,의약품 제조업,,http://www.stpharm.co.kr,Sung Moo-je,2016-06-23,,
high,listed,비에이치아이,083650,KOSDAQ,일반 목적용 기계 제조업,,http://www.bhi.co.kr,"이근흥, 조원래 (각자 대표이사)",2005-12-02,,
high,listed,테크윙,089030,KOSDAQ,특수 목적용 기계 제조업,,http://techwing.co.kr,"나윤성, 장 남 각자대표",2011-11-10,,
high,listed,브이엠,089970,KOSDAQ,특수 목적용 기계 제조업,,http://www.vmsemi.com,"최우형, 임종필 (각자 대표이사)",2018-08-23,,
high,listed,원익홀딩스,030530,KOSDAQ,기초 화학물질 제조업,,http://www.wonikholdings.kr,"조남성, 장성대 (각자대표이사)",1996-09-24,,
high,listed,파크시스템스,140860,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,http://www.parkafm.co.kr,박상일,2015-12-17,,
high,listed,올릭스,226950,KOSDAQ,자연과학 및 공학 연구개발업,,http://www.olixpharma.com,이동기,2018-07-18,,
high,listed,실리콘투,257720,KOSDAQ,상품 종합 도매업,,http://www.siliconii.com,김성운,2021-09-29,,
high,listed,비츠로셀,082920,KOSDAQ,일차전지 및 이차전지 제조업,,http://www.vitzrocell.com,장승국,2009-10-28,,
high,listed,에스피지,058610,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",,http://www.spg.co.kr,"이준호, 여영길(각자 대표이사)",2002-07-23,,
high,listed,엘앤씨바이오,290650,KOSDAQ,의약품 제조업,,http://www.lncbio.co.kr,"이환철, 이재호 (각자 대표이사)",2018-11-01,,
high,listed,네이처셀,007390,KOSDAQ,기초 의약물질 제조업,,http://www.naturecell.co.kr,라정찬,1992-11-30,,
high,listed,미래에셋벤처투자,100790,KOSDAQ,기타 금융업,미래에셋,http://venture.miraeasset.co.kr,김응석,2019-03-15,,
high,listed,RFHIC,218410,KOSDAQ,통신 및 방송 장비 제조업,,http://www.rfhic.com,조덕수,2015-06-30,,
high,listed,JYP Ent.,035900,KOSDAQ,오디오물 출판 및 원판 녹음업,,http://www.jype.com,정욱,2001-08-30,,
high,listed,메지온,140410,KOSDAQ,자연과학 및 공학 연구개발업,,,박동현,2012-01-20,,
high,listed,에스엠,041510,KOSDAQ,오디오물 출판 및 원판 녹음업,,http://smentertainment.com,"장철혁, 탁영준",2000-04-27,,
high,listed,셀트리온제약,068760,KOSDAQ,의약품 제조업,,http://www.celltrionph.com,유영호,2006-02-03,,
high,listed,스피어,347700,KOSDAQ,소프트웨어 개발 및 공급업,,http://spherecorp.kr/,최광수,2021-03-23,,
high,listed,대주전자재료,078600,KOSDAQ,전자부품 제조업,,http://www.daejoo.co.kr,"임일지,임중규(각자대표)",2004-12-10,,
high,listed,기가비스,420770,KOSDAQ,특수 목적용 기계 제조업,,http://www.gigavis.com,강해철,2023-05-24,,
high,listed,삼현,437730,KOSDAQ,자동차 신품 부품 제조업,,http://www.samhyun.co.kr,"황성호, 박기원",2024-03-21,,
high,listed,태성,323280,KOSDAQ,특수 목적용 기계 제조업,,http://www.taesung2000.com,김종학,2019-06-24,,
high,listed,LS마린솔루션,060370,KOSDAQ,전기 및 통신 공사업,LS,http://lsmarinesolution.co.kr,김병옥,2002-02-15,,
high,listed,에스에이엠티,031330,KOSDAQ,기계장비 및 관련 물품 도매업,,http://www.isamt.com,박두진,2000-05-23,,
high,listed,오스코텍,039200,KOSDAQ,의약품 제조업,,http://www.oscotec.com,"윤태영,이상현",2007-01-17,,
high,listed,씨젠,096530,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,,http://www.seegene.co.kr,"천종윤, 이대훈 각자대표이사",2010-09-10,,
high,listed,오름테라퓨틱,475830,KOSDAQ,기초 의약물질 제조업,,,이승주,2025-02-14,,
high,listed,하나머티리얼즈,166090,KOSDAQ,반도체 제조업,하나마이크론,http://hanamts.com,김현주,2017-04-28,Y,needs-review:벡터없음(★하나금융 아님)
high,listed,휴림로봇,090710,KOSDAQ,특수 목적용 기계 제조업,,http://www.dstrobot.com,김봉관,2006-12-05,,
high,listed,에스앤에스텍,101490,KOSDAQ,전자부품 제조업,,http://www.snstech.co.kr,정수홍,2009-04-14,,
high,listed,와이씨,232140,KOSDAQ,특수 목적용 기계 제조업,,http://yikcorp.com,"최명배, 장성진 (각자대표)",2015-12-24,,
high,listed,코미코,183300,KOSDAQ,특수 목적용 기계 제조업,,http://www.komico.com,최용하,2017-03-23,,
high,listed,쎄트렉아이,099320,KOSDAQ,"항공기,우주선 및 부품 제조업",,http://www.satreci.com,김이을,2008-06-13,,
high,listed,알지노믹스,476830,KOSDAQ,자연과학 및 공학 연구개발업,,http://www.rznomics.com/,이성욱,2025-12-18,,
high,listed,삼표시멘트,038500,KOSDAQ,기타 비금속 광물제품 제조업,,http://www.sampyocement.co.kr,"배동환, 이원진(각자대표)",2001-02-01,,
high,listed,에이치브이엠,295310,KOSDAQ,1차 비철금속 제조업,,http://hvm.co.kr/,문승호,2024-06-28,,
mid,listed,GST,083450,KOSDAQ,특수 목적용 기계 제조업,GS,http://www.gst-in.com,"석종욱, 문승보(각자대표)",2006-02-01,,
mid,listed,SFA반도체,036540,KOSDAQ,반도체 제조업,,http://www.sfasemicon.com,강문수,2001-05-02,,
mid,listed,큐리옥스바이오시스템즈,445680,KOSDAQ,의료용 기기 제조업,,http://curiox.co.kr/,김남용,2023-08-10,,
mid,listed,HK이노엔,195940,KOSDAQ,의약품 제조업,,http://www.inno-n.com,곽달원,2021-08-09,,
mid,listed,케이엠더블유,032500,KOSDAQ,통신 및 방송 장비 제조업,,http://www.kmw.co.kr,김덕용,2000-03-21,,
mid,listed,하림지주,003380,KOSDAQ,기타 금융업,,http://www.harimholdings.co.kr,김홍국,2017-06-30,,
mid,listed,씨엠티엑스,388210,KOSDAQ,전자부품 제조업,,http://cmtx.co.kr,"박성훈, 박종화 (각자)",2025-11-20,,
mid,listed,제이에스링크,127120,KOSDAQ,자연과학 및 공학 연구개발업,,http://www.dnalink.com,이준영,2011-12-26,,
mid,listed,신성델타테크,065350,KOSDAQ,가정용 기기 제조업,,http://www.ssdelta.co.kr,구본상·이동한(각자 대표이사),2004-08-06,,
mid,listed,인텔리안테크,189300,KOSDAQ,통신 및 방송 장비 제조업,,http://www.intelliantech.com,성상엽,2016-10-18,,
mid,listed,LS머트리얼즈,417200,KOSDAQ,전자부품 제조업,LS,,홍영호,2023-12-12,,
mid,listed,씨어스,458870,KOSDAQ,의료용 기기 제조업,,http://seerstech.com,이영신,2024-06-19,,
mid,listed,원익QnC,074600,KOSDAQ,유리 및 유리제품 제조업,,http://www.wonikqnc.com,백홍주,2003-12-12,,
mid,listed,차바이오텍,085660,KOSDAQ,기초 의약물질 제조업,,http://www.chabio.com,차원태,2005-12-27,,
mid,listed,로보스타,090360,KOSDAQ,특수 목적용 기계 제조업,,http://robostar.co.kr,배병주,2011-10-17,,
mid,listed,루닛,328130,KOSDAQ,소프트웨어 개발 및 공급업,,http://www.lunit.io,서범석,2022-07-21,Y,
mid,listed,레이크머티리얼즈,281740,KOSDAQ,기타 화학제품 제조업,,http://www.lake-led.com,김진동,2017-12-12,,
mid,listed,리브스메드,491000,KOSDAQ,의료용 기기 제조업,,http://www.livsmed.com,이정주,2025-12-24,,
mid,listed,아이티센글로벌,124500,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,http://www.itcen.co.kr,강진모,2014-12-23,,
mid,listed,아주IB투자,027360,KOSDAQ,기타 금융업,,http://www.ajuib.co.kr,김지원,2018-11-21,,
mid,listed-ext,롯데관광개발,032350,KOSPI,여행사 및 기타 여행보조 서비스업,롯데,http://lottetour.com,"김기병, 백현, 김한준",2006-06-08,,
mid,listed-ext,대웅제약,069620,KOSPI,의약품 제조업,,http://www.daewoong.co.kr,"이창재, 박성수",2002-11-01,,
mid,listed-ext,파라다이스,034230,KOSPI,유원지 및 기타 오락관련 서비스업,,http://www.paradise.co.kr/ko/main,"최종환, 임준신 (각자대표)",2024-06-24,,
mid,listed-ext,금호타이어,073240,KOSPI,고무제품 제조업,금호아시아나,http://www.kumhotire.co.kr,정일택,2005-02-17,,
